,alpha,distance,iters
144,1.0,,
145,1.0,2.6226043701171875e-06,18.0
146,1.0,7.033348083496094e-06,3.0
147,1.0,,
148,1.0,1.0192394256591797e-05,1.0
149,1.0,,
150,1.0,,
151,1.0,,
152,1.0,5.841255187988281e-06,5.0
153,1.0,1.9073486328125e-06,42.0
154,1.0,2.3245811462402344e-06,1.0
155,1.0,,
156,1.0,1.4662742614746094e-05,64.0
157,1.0,,
158,1.0,2.086162567138672e-06,7.0
159,1.0,,
160,1.0,9.775161743164062e-06,1.0
161,1.0,,
162,1.0,2.4437904357910156e-06,64.0
163,1.0,4.76837158203125e-07,1.0
164,1.0,,
165,1.0,,
166,1.0,,
167,1.0,2.384185791015625e-06,32.0
168,1.0,,
169,1.0,8.58306884765625e-06,9.0
170,1.0,,
171,1.0,,
172,1.0,1.7881393432617188e-06,1.0
173,1.0,,
174,1.0,2.7418136596679688e-06,4.0
175,1.0,,
176,1.0,3.933906555175781e-06,63.0
177,1.0,1.9669532775878906e-06,5.0
178,1.0,2.562999725341797e-06,1.0
179,1.0,,
180,1.0,2.205371856689453e-06,1.0
181,1.0,,
182,1.0,2.9206275939941406e-06,10.0
183,1.0,,
184,1.0,,
185,1.0,2.3245811462402344e-06,68.0
186,1.0,,
187,1.0,,
188,1.0,,
189,1.0,,
190,1.0,1.0132789611816406e-06,1.0
191,1.0,2.086162567138672e-06,1.0
192,1.0,2.0682811737060547e-05,5.0
193,1.0,,
194,1.0,4.76837158203125e-06,54.0
195,1.0,,
196,1.0,,
197,1.0,5.066394805908203e-06,1.0
198,1.0,,
199,1.0,,
200,1.0,2.205371856689453e-06,9.0
201,1.0,1.7881393432617188e-06,2.0
202,1.0,1.0251998901367188e-05,34.0
203,1.0,,
204,1.0,1.9073486328125e-06,2.0
205,1.0,2.86102294921875e-06,10.0
206,1.0,1.3232231140136719e-05,9.0
207,1.0,,
208,1.0,2.0265579223632812e-06,4.0
209,1.0,5.781650543212891e-06,19.0
210,1.0,5.245208740234375e-06,55.0
211,1.0,2.2649765014648438e-06,6.0
212,1.0,3.2782554626464844e-06,1.0
213,1.0,1.633167266845703e-05,7.0
214,1.0,,
215,1.0,,
216,1.0,1.0728836059570312e-05,9.0
217,1.0,6.139278411865234e-06,9.0
218,1.0,,
219,1.0,,
220,1.0,,
221,1.0,,
222,1.0,3.159046173095703e-06,36.0
223,1.0,,
224,1.0,1.0728836059570312e-06,14.0
225,1.0,,
226,1.0,5.125999450683594e-06,11.0
227,1.0,6.735324859619141e-06,79.0
228,1.0,,
229,1.0,1.9073486328125e-05,2.0
230,1.0,,
231,1.0,3.159046173095703e-06,5.0
232,1.0,6.020069122314453e-06,72.0
233,1.0,2.2649765014648438e-06,13.0
234,1.0,1.9669532775878906e-06,1.0
235,1.0,,
236,1.0,,
237,1.0,,
238,1.0,,
239,1.0,,
240,1.0,3.814697265625e-06,1.0
241,1.0,3.8564205169677734e-05,3.0
242,1.0,,
243,1.0,,
244,1.0,,
245,1.0,7.748603820800781e-06,14.0
246,1.0,2.384185791015625e-06,1.0
247,1.0,,
248,1.0,2.4437904357910156e-06,4.0
249,1.0,5.602836608886719e-06,8.0
250,1.0,,
251,1.0,3.6954879760742188e-06,6.0
252,1.0,,
253,1.0,3.0994415283203125e-06,10.0
254,1.0,,
255,1.0,,
256,1.0,,
257,1.0,,
258,1.0,,
259,1.0,,
260,1.0,6.735324859619141e-06,4.0
261,1.0,6.16312026977539e-05,5.0
262,1.0,2.962350845336914e-05,19.0
263,1.0,,
264,1.0,3.6954879760742188e-06,40.0
265,1.0,5.125999450683594e-06,85.0
266,1.0,,
267,1.0,,
268,1.0,7.212162017822266e-06,28.0
269,1.0,4.112720489501953e-06,11.0
270,1.0,4.231929779052734e-06,19.0
271,1.0,,
272,1.0,,
273,1.0,,
274,1.0,,
275,1.0,6.973743438720703e-06,1.0
276,1.0,3.0994415283203125e-06,6.0
277,1.0,2.86102294921875e-06,8.0
278,1.0,1.0669231414794922e-05,71.0
279,1.0,,
280,1.0,,
281,1.0,,
282,1.0,5.304813385009766e-06,3.0
283,1.0,1.7285346984863281e-06,7.0
284,1.0,,
285,1.0,,
286,1.0,3.5762786865234375e-07,1.0
287,1.0,,
288,1.0,,
289,1.0,,
290,1.0,2.8014183044433594e-06,4.0
291,1.0,,
292,1.0,,
293,1.0,8.225440979003906e-06,30.0
294,1.0,1.3113021850585938e-06,6.0
295,1.0,4.827976226806641e-06,6.0
296,1.0,4.0531158447265625e-06,7.0
297,1.0,,
298,1.0,,
299,1.0,,
300,1.0,,
301,1.0,,
302,1.0,,
303,1.0,6.9141387939453125e-06,9.0
304,1.0,9.298324584960938e-06,4.0
305,1.0,,
306,1.0,,
307,1.0,,
308,1.0,,
309,1.0,4.649162292480469e-06,9.0
310,1.0,3.993511199951172e-06,13.0
311,1.0,,
312,1.0,1.0132789611816406e-06,1.0
313,1.0,,
314,1.0,5.066394805908203e-06,1.0
315,1.0,1.5795230865478516e-05,10.0
316,1.0,,
317,1.0,,
318,1.0,1.245737075805664e-05,5.0
319,1.0,,
320,1.0,5.424022674560547e-06,15.0
321,1.0,,
322,1.0,1.1324882507324219e-06,40.0
323,1.0,1.055002212524414e-05,36.0
324,1.0,4.470348358154297e-06,19.0
325,1.0,1.1146068572998047e-05,4.0
326,1.0,4.410743713378906e-06,5.0
327,1.0,,
328,1.0,,
329,1.0,,
330,1.0,,
331,1.0,3.606081008911133e-05,1.0
332,1.0,2.396106719970703e-05,56.0
333,1.0,,
334,1.0,2.86102294921875e-06,10.0
335,1.0,4.172325134277344e-06,73.0
336,1.0,,
337,1.0,,
338,1.0,,
339,1.0,,
340,1.0,1.3113021850585938e-06,1.0
341,1.0,,
342,1.0,6.723403930664062e-05,1.0
343,1.0,4.112720489501953e-06,5.0
344,1.0,2.4437904357910156e-06,4.0
345,1.0,4.410743713378906e-06,6.0
346,1.0,,
347,1.0,,
348,1.0,1.1146068572998047e-05,19.0
349,1.0,,
350,1.0,,
351,1.0,8.940696716308594e-07,2.0
352,1.0,,
353,1.0,,
354,1.0,7.271766662597656e-06,6.0
355,1.0,2.86102294921875e-06,3.0
356,1.0,,
357,1.0,3.933906555175781e-06,4.0
358,1.0,4.291534423828125e-06,4.0
359,1.0,4.291534423828125e-06,10.0
360,1.0,,
361,1.0,,
362,1.0,2.6226043701171875e-06,1.0
363,1.0,,
364,1.0,,
365,1.0,,
366,1.0,5.9604644775390625e-06,6.0
367,1.0,1.728534698486328e-05,14.0
368,1.0,2.9206275939941406e-06,1.0
369,1.0,,
370,1.0,,
371,1.0,,
372,1.0,,
373,1.0,,
374,1.0,6.198883056640625e-06,7.0
375,1.0,,
376,1.0,1.5914440155029297e-05,48.0
377,1.0,,
378,1.0,,
379,1.0,3.516674041748047e-06,64.0
380,1.0,,
381,1.0,,
382,1.0,4.410743713378906e-06,5.0
383,1.0,,
384,1.0,4.112720489501953e-06,9.0
385,1.0,,
386,1.0,1.4901161193847656e-06,3.0
387,1.0,,
388,1.0,,
389,1.0,,
390,1.0,,
391,1.0,2.4139881134033203e-05,9.0
392,1.0,,
393,1.0,2.4437904357910156e-06,1.0
394,1.0,2.9206275939941406e-06,4.0
395,1.0,,
396,1.0,,
397,1.0,4.112720489501953e-06,9.0
398,1.0,4.351139068603516e-06,29.0
399,1.0,3.516674041748047e-06,14.0
400,1.0,1.3113021850585938e-06,1.0
401,1.0,,
402,1.0,,
403,1.0,,
404,1.0,,
405,1.0,,
406,1.0,2.8014183044433594e-06,3.0
407,1.0,1.728534698486328e-05,3.0
408,1.0,2.7418136596679688e-06,2.0
409,1.0,1.9669532775878906e-06,33.0
410,1.0,,
411,1.0,2.5033950805664062e-06,70.0
412,1.0,,
413,1.0,,
414,1.0,,
415,1.0,9.000301361083984e-06,6.0
416,1.0,4.76837158203125e-06,4.0
417,1.0,,
418,1.0,8.940696716308594e-07,1.0
419,1.0,,
420,1.0,,
421,1.0,,
422,1.0,,
423,1.0,,
424,1.0,1.9669532775878906e-06,9.0
425,1.0,,
426,1.0,,
427,1.0,4.887580871582031e-06,4.0
428,1.0,,
429,1.0,4.708766937255859e-06,14.0
430,1.0,,
431,1.0,,
432,1.0,3.933906555175781e-06,29.0
433,1.0,,
434,1.0,2.086162567138672e-06,9.0
435,1.0,3.933906555175781e-06,14.0
436,1.0,2.384185791015625e-06,2.0
437,1.0,,
438,1.0,,
439,1.0,1.9669532775878906e-06,2.0
440,1.0,4.088878631591797e-05,6.0
441,1.0,,
442,1.0,,
443,1.0,4.470348358154297e-06,3.0
444,1.0,5.0067901611328125e-06,2.0
445,1.0,1.5437602996826172e-05,4.0
446,1.0,6.556510925292969e-07,1.0
447,1.0,5.125999450683594e-06,13.0
448,1.0,2.086162567138672e-06,1.0
449,1.0,2.682209014892578e-06,5.0
450,1.0,2.205371856689453e-06,3.0
451,1.0,2.8014183044433594e-06,5.0
452,1.0,,
453,1.0,,
454,1.0,7.569789886474609e-06,6.0
455,1.0,3.814697265625e-06,9.0
456,1.0,2.5033950805664062e-06,1.0
457,1.0,3.355741500854492e-05,3.0
458,1.0,5.245208740234375e-06,30.0
459,1.0,,
460,1.0,5.960464477539062e-07,1.0
461,1.0,,
462,1.0,1.0728836059570312e-05,24.0
463,1.0,,
464,1.0,2.0742416381835938e-05,20.0
465,1.0,,
466,1.0,3.6954879760742188e-06,6.0
467,1.0,,
468,1.0,2.7418136596679688e-06,6.0
469,1.0,2.562999725341797e-06,5.0
470,1.0,1.7285346984863281e-06,1.0
471,1.0,,
472,1.0,2.4437904357910156e-06,92.0
473,1.0,5.066394805908203e-06,13.0
474,1.0,,
475,1.0,4.5299530029296875e-06,10.0
476,1.0,,
477,1.0,3.4570693969726562e-06,3.0
478,1.0,3.4570693969726562e-06,6.0
479,1.0,,
480,1.0,,
481,1.0,2.9802322387695312e-06,15.0
482,1.0,2.2590160369873047e-05,4.0
483,1.0,,
484,1.0,2.9206275939941406e-06,11.0
485,1.0,1.1324882507324219e-06,1.0
486,1.0,,
487,1.0,,
488,1.0,1.4901161193847656e-05,2.0
489,1.0,1.3232231140136719e-05,68.0
490,1.0,,
491,1.0,2.384185791015625e-06,8.0
492,1.0,2.2232532501220703e-05,2.0
493,1.0,4.589557647705078e-06,3.0
494,1.0,9.059906005859375e-06,2.0
495,1.0,,
496,1.0,,
497,1.0,1.7285346984863281e-06,92.0
498,1.0,,
499,1.0,1.1920928955078125e-06,1.0
500,1.0,3.0994415283203125e-06,1.0
501,1.0,,
502,1.0,1.1682510375976562e-05,11.0
503,1.0,1.1920928955078125e-05,1.0
504,1.0,3.814697265625e-06,20.0
505,1.0,,
506,1.0,9.5367431640625e-07,1.0
507,1.0,4.649162292480469e-06,8.0
508,1.0,2.8014183044433594e-06,3.0
509,1.0,,
510,1.0,3.337860107421875e-06,5.0
511,1.0,,
512,1.0,3.0994415283203125e-06,22.0
513,1.0,,
514,1.0,,
515,1.0,,
516,1.0,,
517,1.0,1.6689300537109375e-06,1.0
518,1.0,8.940696716308594e-06,4.0
519,1.0,7.092952728271484e-06,17.0
520,1.0,,
521,1.0,4.76837158203125e-06,3.0
522,1.0,,
523,1.0,9.953975677490234e-06,76.0
524,1.0,1.2099742889404297e-05,1.0
525,1.0,,
526,1.0,4.947185516357422e-06,7.0
527,1.0,1.0609626770019531e-05,12.0
528,1.0,4.76837158203125e-07,1.0
529,1.0,,
530,1.0,,
531,1.0,3.6954879760742188e-06,10.0
532,1.0,1.5497207641601562e-06,2.0
533,1.0,2.2649765014648438e-06,11.0
534,1.0,9.715557098388672e-06,9.0
535,1.0,2.8014183044433594e-06,7.0
536,1.0,1.1920928955078125e-06,1.0
537,1.0,,
538,1.0,6.794929504394531e-06,7.0
539,1.0,7.510185241699219e-06,22.0
540,1.0,,
541,1.0,,
542,1.0,2.3245811462402344e-06,5.0
543,1.0,2.9206275939941406e-06,18.0
544,1.0,4.708766937255859e-06,14.0
545,1.0,2.6226043701171875e-06,1.0
546,1.0,,
547,1.0,2.1457672119140625e-06,5.0
548,1.0,1.424551010131836e-05,7.0
549,1.0,,
550,1.0,,
551,1.0,1.0728836059570312e-06,1.0
552,1.0,,
553,1.0,3.3974647521972656e-06,4.0
554,1.0,,
555,1.0,4.291534423828125e-06,2.0
556,1.0,1.7285346984863281e-06,6.0
557,1.0,,
558,1.0,2.9206275939941406e-06,1.0
559,1.0,4.351139068603516e-06,2.0
560,1.0,,
561,1.0,,
562,1.0,,
563,1.0,1.043081283569336e-05,2.0
564,1.0,,
565,1.0,1.1146068572998047e-05,7.0
566,1.0,,
567,1.0,,
568,1.0,1.6689300537109375e-06,1.0
569,1.0,,
570,1.0,6.020069122314453e-06,2.0
571,1.0,1.9073486328125e-06,1.0
572,1.0,4.947185516357422e-06,39.0
573,1.0,4.172325134277344e-06,7.0
574,1.0,,
575,1.0,2.682209014892578e-06,1.0
576,1.0,,
577,1.0,6.079673767089844e-06,16.0
578,1.0,2.384185791015625e-06,5.0
579,1.0,1.7881393432617188e-06,11.0
580,1.0,4.0531158447265625e-06,6.0
581,1.0,,
582,1.0,7.033348083496094e-06,28.0
583,1.0,,
584,1.0,2.205371856689453e-06,1.0
585,1.0,,
586,1.0,2.6226043701171875e-06,5.0
587,1.0,7.092952728271484e-06,11.0
588,1.0,4.410743713378906e-06,13.0
589,1.0,,
590,1.0,,
591,1.0,5.9604644775390625e-06,5.0
592,1.0,3.5762786865234375e-06,25.0
593,1.0,5.125999450683594e-06,10.0
594,1.0,5.304813385009766e-06,6.0
595,1.0,3.516674041748047e-06,5.0
596,1.0,9.47713851928711e-06,17.0
597,1.0,,
598,1.0,3.0994415283203125e-06,1.0
599,1.0,,
0,2.8480358684358014,9.775161743164062e-06,10.0
1,2.8480358684358014,2.205371856689453e-06,12.0
2,2.8480358684358014,,
3,2.8480358684358014,2.205371856689453e-06,4.0
4,2.8480358684358014,5.960464477539062e-07,1.0
5,2.8480358684358014,,
6,2.8480358684358014,1.6093254089355469e-06,8.0
7,2.8480358684358014,,
8,2.8480358684358014,,
9,2.8480358684358014,2.682209014892578e-06,1.0
10,2.8480358684358014,,
11,2.8480358684358014,5.364418029785156e-07,1.0
12,2.8480358684358014,,
13,2.8480358684358014,,
14,2.8480358684358014,,
15,2.8480358684358014,1.5497207641601562e-06,6.0
16,2.8480358684358014,2.5033950805664062e-06,1.0
17,2.8480358684358014,2.562999725341797e-06,4.0
18,2.8480358684358014,,
19,2.8480358684358014,7.033348083496094e-06,10.0
20,2.8480358684358014,,
21,2.8480358684358014,1.0132789611816406e-06,1.0
22,2.8480358684358014,,
23,2.8480358684358014,4.76837158203125e-06,6.0
24,2.8480358684358014,,
25,2.8480358684358014,,
26,2.8480358684358014,3.5762786865234375e-06,6.0
27,2.8480358684358014,,
28,2.8480358684358014,,
29,2.8480358684358014,2.6226043701171875e-06,32.0
30,2.8480358684358014,,
31,2.8480358684358014,1.1622905731201172e-05,9.0
32,2.8480358684358014,2.6226043701171875e-06,24.0
33,2.8480358684358014,,
34,2.8480358684358014,5.781650543212891e-06,76.0
35,2.8480358684358014,,
36,2.8480358684358014,4.708766937255859e-06,90.0
37,2.8480358684358014,1.6689300537109375e-05,19.0
38,2.8480358684358014,,
39,2.8480358684358014,,
40,2.8480358684358014,3.039836883544922e-06,11.0
41,2.8480358684358014,,
42,2.8480358684358014,5.662441253662109e-06,1.0
43,2.8480358684358014,,
44,2.8480358684358014,,
45,2.8480358684358014,,
46,2.8480358684358014,7.867813110351562e-06,96.0
47,2.8480358684358014,9.417533874511719e-06,15.0
48,2.8480358684358014,5.125999450683594e-06,26.0
49,2.8480358684358014,,
50,2.8480358684358014,,
51,2.8480358684358014,1.245737075805664e-05,28.0
52,2.8480358684358014,,
53,2.8480358684358014,,
54,2.8480358684358014,1.3709068298339844e-06,1.0
55,2.8480358684358014,1.4185905456542969e-05,13.0
56,2.8480358684358014,4.827976226806641e-06,16.0
57,2.8480358684358014,,
58,2.8480358684358014,,
59,2.8480358684358014,7.450580596923828e-06,8.0
60,2.8480358684358014,,
61,2.8480358684358014,,
62,2.8480358684358014,,
63,2.8480358684358014,6.735324859619141e-06,5.0
64,2.8480358684358014,,
65,2.8480358684358014,,
66,2.8480358684358014,,
67,2.8480358684358014,1.6093254089355469e-06,1.0
68,2.8480358684358014,1.0907649993896484e-05,22.0
69,2.8480358684358014,3.039836883544922e-06,38.0
70,2.8480358684358014,,
71,2.8480358684358014,1.5497207641601562e-06,6.0
72,2.8480358684358014,3.0994415283203125e-06,8.0
73,2.8480358684358014,,
74,2.8480358684358014,,
75,2.8480358684358014,1.4603137969970703e-05,5.0
76,2.8480358684358014,1.9669532775878906e-06,42.0
77,2.8480358684358014,4.5299530029296875e-06,6.0
78,2.8480358684358014,4.708766937255859e-06,3.0
79,2.8480358684358014,3.993511199951172e-06,17.0
80,2.8480358684358014,1.3113021850585938e-06,1.0
81,2.8480358684358014,2.8014183044433594e-06,3.0
82,2.8480358684358014,8.702278137207031e-06,7.0
83,2.8480358684358014,,
84,2.8480358684358014,,
85,2.8480358684358014,,
86,2.8480358684358014,,
87,2.8480358684358014,,
88,2.8480358684358014,3.2186508178710938e-06,11.0
89,2.8480358684358014,,
90,2.8480358684358014,,
91,2.8480358684358014,1.8477439880371094e-06,6.0
92,2.8480358684358014,,
93,2.8480358684358014,,
94,2.8480358684358014,3.6954879760742188e-06,4.0
95,2.8480358684358014,6.556510925292969e-06,30.0
96,2.8480358684358014,,
97,2.8480358684358014,3.2782554626464844e-06,32.0
98,2.8480358684358014,,
99,2.8480358684358014,2.1457672119140625e-06,2.0
100,2.8480358684358014,1.6689300537109375e-06,100.0
101,2.8480358684358014,,
102,2.8480358684358014,5.245208740234375e-06,9.0
103,2.8480358684358014,,
104,2.8480358684358014,5.781650543212891e-06,7.0
105,2.8480358684358014,3.5762786865234375e-06,3.0
106,2.8480358684358014,,
107,2.8480358684358014,,
108,2.8480358684358014,1.1742115020751953e-05,11.0
109,2.8480358684358014,2.7418136596679688e-06,11.0
110,2.8480358684358014,1.9073486328125e-06,10.0
111,2.8480358684358014,,
112,2.8480358684358014,4.410743713378906e-06,18.0
113,2.8480358684358014,9.5367431640625e-07,1.0
114,2.8480358684358014,7.092952728271484e-06,15.0
115,2.8480358684358014,,
116,2.8480358684358014,,
117,2.8480358684358014,,
118,2.8480358684358014,4.172325134277344e-06,18.0
119,2.8480358684358014,8.344650268554688e-06,10.0
120,2.8480358684358014,4.0531158447265625e-06,4.0
121,2.8480358684358014,2.008676528930664e-05,10.0
122,2.8480358684358014,,
123,2.8480358684358014,2.4437904357910156e-06,21.0
124,2.8480358684358014,1.33514404296875e-05,9.0
125,2.8480358684358014,1.5139579772949219e-05,18.0
126,2.8480358684358014,,
127,2.8480358684358014,,
128,2.8480358684358014,1.7285346984863281e-06,6.0
129,2.8480358684358014,5.4836273193359375e-06,31.0
130,2.8480358684358014,,
131,2.8480358684358014,,
132,2.8480358684358014,1.8477439880371094e-06,1.0
133,2.8480358684358014,,
134,2.8480358684358014,4.0531158447265625e-06,3.0
135,2.8480358684358014,,
136,2.8480358684358014,,
137,2.8480358684358014,4.112720489501953e-06,19.0
138,2.8480358684358014,,
139,2.8480358684358014,,
140,2.8480358684358014,1.0728836059570312e-06,1.0
141,2.8480358684358014,2.6226043701171875e-06,2.0
142,2.8480358684358014,4.887580871582031e-06,6.0
143,2.8480358684358014,,
144,2.8480358684358014,,
145,2.8480358684358014,2.6226043701171875e-06,18.0
146,2.8480358684358014,7.033348083496094e-06,3.0
147,2.8480358684358014,,
148,2.8480358684358014,1.0192394256591797e-05,1.0
149,2.8480358684358014,,
150,2.8480358684358014,,
151,2.8480358684358014,,
152,2.8480358684358014,5.841255187988281e-06,5.0
153,2.8480358684358014,1.9073486328125e-06,42.0
154,2.8480358684358014,2.3245811462402344e-06,1.0
155,2.8480358684358014,,
156,2.8480358684358014,1.4662742614746094e-05,64.0
157,2.8480358684358014,,
158,2.8480358684358014,2.086162567138672e-06,7.0
159,2.8480358684358014,,
160,2.8480358684358014,9.775161743164062e-06,1.0
161,2.8480358684358014,,
162,2.8480358684358014,2.4437904357910156e-06,64.0
163,2.8480358684358014,4.76837158203125e-07,1.0
164,2.8480358684358014,,
165,2.8480358684358014,,
166,2.8480358684358014,,
167,2.8480358684358014,2.384185791015625e-06,32.0
168,2.8480358684358014,,
169,2.8480358684358014,8.58306884765625e-06,9.0
170,2.8480358684358014,,
171,2.8480358684358014,,
172,2.8480358684358014,1.7881393432617188e-06,1.0
173,2.8480358684358014,,
174,2.8480358684358014,2.7418136596679688e-06,4.0
175,2.8480358684358014,,
176,2.8480358684358014,3.933906555175781e-06,63.0
177,2.8480358684358014,1.9669532775878906e-06,5.0
178,2.8480358684358014,2.562999725341797e-06,1.0
179,2.8480358684358014,,
180,2.8480358684358014,2.205371856689453e-06,1.0
181,2.8480358684358014,,
182,2.8480358684358014,2.9206275939941406e-06,10.0
183,2.8480358684358014,,
184,2.8480358684358014,,
185,2.8480358684358014,2.3245811462402344e-06,68.0
186,2.8480358684358014,,
187,2.8480358684358014,,
188,2.8480358684358014,,
189,2.8480358684358014,,
190,2.8480358684358014,1.0132789611816406e-06,1.0
191,2.8480358684358014,2.086162567138672e-06,1.0
192,2.8480358684358014,2.0682811737060547e-05,5.0
193,2.8480358684358014,,
194,2.8480358684358014,4.76837158203125e-06,54.0
195,2.8480358684358014,,
196,2.8480358684358014,,
197,2.8480358684358014,5.066394805908203e-06,1.0
198,2.8480358684358014,,
199,2.8480358684358014,,
200,2.8480358684358014,2.205371856689453e-06,9.0
201,2.8480358684358014,1.7881393432617188e-06,2.0
202,2.8480358684358014,1.0251998901367188e-05,34.0
203,2.8480358684358014,,
204,2.8480358684358014,1.9073486328125e-06,2.0
205,2.8480358684358014,2.86102294921875e-06,10.0
206,2.8480358684358014,1.3232231140136719e-05,9.0
207,2.8480358684358014,,
208,2.8480358684358014,2.0265579223632812e-06,4.0
209,2.8480358684358014,5.781650543212891e-06,19.0
210,2.8480358684358014,5.245208740234375e-06,55.0
211,2.8480358684358014,2.2649765014648438e-06,6.0
212,2.8480358684358014,3.2782554626464844e-06,1.0
213,2.8480358684358014,1.633167266845703e-05,7.0
214,2.8480358684358014,,
215,2.8480358684358014,,
216,2.8480358684358014,1.0728836059570312e-05,9.0
217,2.8480358684358014,6.139278411865234e-06,9.0
218,2.8480358684358014,,
219,2.8480358684358014,,
220,2.8480358684358014,,
221,2.8480358684358014,,
222,2.8480358684358014,3.159046173095703e-06,36.0
223,2.8480358684358014,,
224,2.8480358684358014,1.0728836059570312e-06,14.0
225,2.8480358684358014,,
226,2.8480358684358014,5.125999450683594e-06,11.0
227,2.8480358684358014,6.735324859619141e-06,79.0
228,2.8480358684358014,,
229,2.8480358684358014,1.9073486328125e-05,2.0
230,2.8480358684358014,,
231,2.8480358684358014,3.159046173095703e-06,5.0
232,2.8480358684358014,6.020069122314453e-06,72.0
233,2.8480358684358014,2.2649765014648438e-06,13.0
234,2.8480358684358014,1.9669532775878906e-06,1.0
235,2.8480358684358014,,
236,2.8480358684358014,,
237,2.8480358684358014,,
238,2.8480358684358014,,
239,2.8480358684358014,,
240,2.8480358684358014,3.814697265625e-06,1.0
241,2.8480358684358014,3.8564205169677734e-05,3.0
242,2.8480358684358014,,
243,2.8480358684358014,,
244,2.8480358684358014,,
245,2.8480358684358014,7.748603820800781e-06,14.0
