,alpha,distance,iters
277,8.11130830789687,2.86102294921875e-06,8.0
278,8.11130830789687,1.0669231414794922e-05,71.0
279,8.11130830789687,,
280,8.11130830789687,,
281,8.11130830789687,,
282,8.11130830789687,5.304813385009766e-06,3.0
283,8.11130830789687,1.7285346984863281e-06,7.0
284,8.11130830789687,,
285,8.11130830789687,,
286,8.11130830789687,3.5762786865234375e-07,1.0
287,8.11130830789687,,
288,8.11130830789687,,
289,8.11130830789687,,
290,8.11130830789687,2.8014183044433594e-06,4.0
291,8.11130830789687,,
292,8.11130830789687,,
293,8.11130830789687,8.225440979003906e-06,30.0
294,8.11130830789687,1.3113021850585938e-06,6.0
295,8.11130830789687,4.827976226806641e-06,6.0
296,8.11130830789687,4.0531158447265625e-06,7.0
297,8.11130830789687,,
298,8.11130830789687,,
299,8.11130830789687,,
300,8.11130830789687,,
301,8.11130830789687,,
302,8.11130830789687,,
303,8.11130830789687,6.9141387939453125e-06,9.0
304,8.11130830789687,9.298324584960938e-06,4.0
305,8.11130830789687,,
306,8.11130830789687,,
307,8.11130830789687,,
308,8.11130830789687,,
309,8.11130830789687,4.649162292480469e-06,9.0
310,8.11130830789687,3.993511199951172e-06,13.0
311,8.11130830789687,,
312,8.11130830789687,1.0132789611816406e-06,1.0
313,8.11130830789687,,
314,8.11130830789687,5.066394805908203e-06,1.0
315,8.11130830789687,1.5795230865478516e-05,10.0
316,8.11130830789687,,
317,8.11130830789687,,
318,8.11130830789687,1.245737075805664e-05,5.0
319,8.11130830789687,,
320,8.11130830789687,5.424022674560547e-06,15.0
321,8.11130830789687,,
322,8.11130830789687,1.1324882507324219e-06,40.0
323,8.11130830789687,1.055002212524414e-05,36.0
324,8.11130830789687,4.470348358154297e-06,19.0
325,8.11130830789687,1.1146068572998047e-05,4.0
326,8.11130830789687,4.410743713378906e-06,5.0
327,8.11130830789687,,
328,8.11130830789687,,
329,8.11130830789687,,
330,8.11130830789687,,
331,8.11130830789687,3.606081008911133e-05,1.0
332,8.11130830789687,2.396106719970703e-05,56.0
333,8.11130830789687,,
334,8.11130830789687,2.86102294921875e-06,10.0
335,8.11130830789687,4.172325134277344e-06,73.0
336,8.11130830789687,,
337,8.11130830789687,,
338,8.11130830789687,,
339,8.11130830789687,,
340,8.11130830789687,1.3113021850585938e-06,1.0
341,8.11130830789687,,
342,8.11130830789687,6.723403930664062e-05,1.0
343,8.11130830789687,4.112720489501953e-06,5.0
344,8.11130830789687,2.4437904357910156e-06,4.0
345,8.11130830789687,4.410743713378906e-06,6.0
346,8.11130830789687,,
347,8.11130830789687,,
348,8.11130830789687,1.1146068572998047e-05,19.0
349,8.11130830789687,,
350,8.11130830789687,,
351,8.11130830789687,8.940696716308594e-07,2.0
352,8.11130830789687,,
353,8.11130830789687,,
354,8.11130830789687,7.271766662597656e-06,6.0
355,8.11130830789687,2.86102294921875e-06,3.0
356,8.11130830789687,,
357,8.11130830789687,3.933906555175781e-06,4.0
358,8.11130830789687,4.291534423828125e-06,4.0
359,8.11130830789687,4.291534423828125e-06,10.0
360,8.11130830789687,,
361,8.11130830789687,,
362,8.11130830789687,2.6226043701171875e-06,1.0
363,8.11130830789687,,
364,8.11130830789687,,
365,8.11130830789687,,
366,8.11130830789687,5.9604644775390625e-06,6.0
367,8.11130830789687,1.728534698486328e-05,14.0
368,8.11130830789687,2.9206275939941406e-06,1.0
369,8.11130830789687,,
370,8.11130830789687,,
371,8.11130830789687,,
372,8.11130830789687,,
373,8.11130830789687,,
374,8.11130830789687,6.198883056640625e-06,7.0
375,8.11130830789687,,
376,8.11130830789687,1.5914440155029297e-05,48.0
377,8.11130830789687,,
378,8.11130830789687,,
379,8.11130830789687,3.516674041748047e-06,64.0
380,8.11130830789687,,
381,8.11130830789687,,
382,8.11130830789687,4.410743713378906e-06,5.0
383,8.11130830789687,,
384,8.11130830789687,4.112720489501953e-06,9.0
385,8.11130830789687,,
386,8.11130830789687,1.4901161193847656e-06,3.0
387,8.11130830789687,,
388,8.11130830789687,,
389,8.11130830789687,,
390,8.11130830789687,,
391,8.11130830789687,2.4139881134033203e-05,9.0
392,8.11130830789687,,
393,8.11130830789687,2.4437904357910156e-06,1.0
394,8.11130830789687,2.9206275939941406e-06,4.0
395,8.11130830789687,,
396,8.11130830789687,,
397,8.11130830789687,4.112720489501953e-06,9.0
398,8.11130830789687,4.351139068603516e-06,29.0
399,8.11130830789687,3.516674041748047e-06,14.0
400,8.11130830789687,1.3113021850585938e-06,1.0
401,8.11130830789687,,
402,8.11130830789687,,
403,8.11130830789687,,
404,8.11130830789687,,
405,8.11130830789687,,
406,8.11130830789687,2.8014183044433594e-06,3.0
407,8.11130830789687,1.728534698486328e-05,3.0
408,8.11130830789687,2.7418136596679688e-06,2.0
409,8.11130830789687,1.9669532775878906e-06,33.0
410,8.11130830789687,,
411,8.11130830789687,2.5033950805664062e-06,70.0
412,8.11130830789687,,
413,8.11130830789687,,
414,8.11130830789687,,
415,8.11130830789687,9.000301361083984e-06,6.0
416,8.11130830789687,4.76837158203125e-06,4.0
417,8.11130830789687,,
418,8.11130830789687,8.940696716308594e-07,1.0
419,8.11130830789687,,
420,8.11130830789687,,
421,8.11130830789687,,
422,8.11130830789687,,
423,8.11130830789687,,
424,8.11130830789687,1.9669532775878906e-06,9.0
425,8.11130830789687,,
426,8.11130830789687,,
427,8.11130830789687,4.887580871582031e-06,4.0
428,8.11130830789687,,
429,8.11130830789687,4.708766937255859e-06,14.0
430,8.11130830789687,,
431,8.11130830789687,,
432,8.11130830789687,3.933906555175781e-06,29.0
433,8.11130830789687,,
434,8.11130830789687,2.086162567138672e-06,9.0
435,8.11130830789687,3.933906555175781e-06,14.0
436,8.11130830789687,2.384185791015625e-06,2.0
437,8.11130830789687,,
438,8.11130830789687,,
439,8.11130830789687,1.9669532775878906e-06,2.0
440,8.11130830789687,4.088878631591797e-05,6.0
441,8.11130830789687,,
442,8.11130830789687,,
443,8.11130830789687,4.470348358154297e-06,3.0
444,8.11130830789687,5.0067901611328125e-06,2.0
445,8.11130830789687,1.5437602996826172e-05,4.0
446,8.11130830789687,6.556510925292969e-07,1.0
447,8.11130830789687,5.125999450683594e-06,13.0
448,8.11130830789687,2.086162567138672e-06,1.0
449,8.11130830789687,2.682209014892578e-06,5.0
450,8.11130830789687,2.205371856689453e-06,3.0
451,8.11130830789687,2.8014183044433594e-06,5.0
452,8.11130830789687,,
453,8.11130830789687,,
454,8.11130830789687,7.569789886474609e-06,6.0
455,8.11130830789687,3.814697265625e-06,9.0
456,8.11130830789687,2.5033950805664062e-06,1.0
457,8.11130830789687,3.355741500854492e-05,3.0
458,8.11130830789687,5.245208740234375e-06,30.0
459,8.11130830789687,,
460,8.11130830789687,5.960464477539062e-07,1.0
461,8.11130830789687,,
462,8.11130830789687,1.0728836059570312e-05,24.0
463,8.11130830789687,,
464,8.11130830789687,2.0742416381835938e-05,20.0
465,8.11130830789687,,
466,8.11130830789687,3.6954879760742188e-06,6.0
467,8.11130830789687,,
468,8.11130830789687,2.7418136596679688e-06,6.0
469,8.11130830789687,2.562999725341797e-06,5.0
470,8.11130830789687,1.7285346984863281e-06,1.0
471,8.11130830789687,,
472,8.11130830789687,2.4437904357910156e-06,92.0
473,8.11130830789687,5.066394805908203e-06,13.0
474,8.11130830789687,,
475,8.11130830789687,4.5299530029296875e-06,10.0
476,8.11130830789687,,
477,8.11130830789687,3.4570693969726562e-06,3.0
478,8.11130830789687,3.4570693969726562e-06,6.0
479,8.11130830789687,,
480,8.11130830789687,,
481,8.11130830789687,2.9802322387695312e-06,15.0
482,8.11130830789687,2.2590160369873047e-05,4.0
483,8.11130830789687,,
484,8.11130830789687,2.9206275939941406e-06,11.0
485,8.11130830789687,1.1324882507324219e-06,1.0
486,8.11130830789687,,
487,8.11130830789687,,
488,8.11130830789687,1.4901161193847656e-05,2.0
489,8.11130830789687,1.3232231140136719e-05,68.0
490,8.11130830789687,,
491,8.11130830789687,2.384185791015625e-06,8.0
492,8.11130830789687,2.2232532501220703e-05,2.0
493,8.11130830789687,4.589557647705078e-06,3.0
494,8.11130830789687,9.059906005859375e-06,2.0
495,8.11130830789687,,
496,8.11130830789687,,
497,8.11130830789687,1.7285346984863281e-06,92.0
498,8.11130830789687,,
499,8.11130830789687,1.1920928955078125e-06,1.0
500,8.11130830789687,3.0994415283203125e-06,1.0
501,8.11130830789687,,
502,8.11130830789687,1.1682510375976562e-05,11.0
503,8.11130830789687,1.1920928955078125e-05,1.0
504,8.11130830789687,3.814697265625e-06,20.0
505,8.11130830789687,,
506,8.11130830789687,9.5367431640625e-07,1.0
507,8.11130830789687,4.649162292480469e-06,8.0
508,8.11130830789687,2.8014183044433594e-06,3.0
509,8.11130830789687,,
510,8.11130830789687,3.337860107421875e-06,5.0
511,8.11130830789687,,
512,8.11130830789687,3.0994415283203125e-06,22.0
513,8.11130830789687,,
514,8.11130830789687,,
515,8.11130830789687,,
516,8.11130830789687,,
517,8.11130830789687,1.6689300537109375e-06,1.0
518,8.11130830789687,8.940696716308594e-06,4.0
519,8.11130830789687,7.092952728271484e-06,17.0
520,8.11130830789687,,
521,8.11130830789687,4.76837158203125e-06,3.0
522,8.11130830789687,,
523,8.11130830789687,9.953975677490234e-06,76.0
524,8.11130830789687,1.2099742889404297e-05,1.0
525,8.11130830789687,,
526,8.11130830789687,4.947185516357422e-06,7.0
527,8.11130830789687,1.0609626770019531e-05,12.0
528,8.11130830789687,4.76837158203125e-07,1.0
529,8.11130830789687,,
530,8.11130830789687,,
531,8.11130830789687,3.6954879760742188e-06,10.0
532,8.11130830789687,1.5497207641601562e-06,2.0
533,8.11130830789687,2.2649765014648438e-06,11.0
534,8.11130830789687,9.715557098388672e-06,9.0
535,8.11130830789687,2.8014183044433594e-06,7.0
536,8.11130830789687,1.1920928955078125e-06,1.0
537,8.11130830789687,,
538,8.11130830789687,6.794929504394531e-06,7.0
539,8.11130830789687,7.510185241699219e-06,22.0
540,8.11130830789687,,
541,8.11130830789687,,
542,8.11130830789687,2.3245811462402344e-06,5.0
543,8.11130830789687,2.9206275939941406e-06,18.0
544,8.11130830789687,4.708766937255859e-06,14.0
545,8.11130830789687,2.6226043701171875e-06,1.0
546,8.11130830789687,,
547,8.11130830789687,2.1457672119140625e-06,5.0
548,8.11130830789687,1.424551010131836e-05,7.0
549,8.11130830789687,,
550,8.11130830789687,,
551,8.11130830789687,1.0728836059570312e-06,1.0
552,8.11130830789687,,
553,8.11130830789687,3.3974647521972656e-06,4.0
554,8.11130830789687,,
555,8.11130830789687,4.291534423828125e-06,2.0
556,8.11130830789687,1.7285346984863281e-06,6.0
557,8.11130830789687,,
558,8.11130830789687,2.9206275939941406e-06,1.0
559,8.11130830789687,4.351139068603516e-06,2.0
560,8.11130830789687,,
561,8.11130830789687,,
562,8.11130830789687,,
563,8.11130830789687,1.043081283569336e-05,2.0
564,8.11130830789687,,
565,8.11130830789687,1.1146068572998047e-05,7.0
566,8.11130830789687,,
567,8.11130830789687,,
568,8.11130830789687,1.6689300537109375e-06,1.0
569,8.11130830789687,,
570,8.11130830789687,6.020069122314453e-06,2.0
571,8.11130830789687,1.9073486328125e-06,1.0
572,8.11130830789687,4.947185516357422e-06,39.0
573,8.11130830789687,4.172325134277344e-06,7.0
574,8.11130830789687,,
575,8.11130830789687,2.682209014892578e-06,1.0
576,8.11130830789687,,
577,8.11130830789687,6.079673767089844e-06,16.0
578,8.11130830789687,2.384185791015625e-06,5.0
579,8.11130830789687,1.7881393432617188e-06,11.0
580,8.11130830789687,4.0531158447265625e-06,6.0
581,8.11130830789687,,
582,8.11130830789687,7.033348083496094e-06,28.0
583,8.11130830789687,,
584,8.11130830789687,2.205371856689453e-06,1.0
585,8.11130830789687,,
586,8.11130830789687,2.6226043701171875e-06,5.0
587,8.11130830789687,7.092952728271484e-06,11.0
588,8.11130830789687,4.410743713378906e-06,13.0
589,8.11130830789687,,
590,8.11130830789687,,
591,8.11130830789687,5.9604644775390625e-06,5.0
592,8.11130830789687,3.5762786865234375e-06,25.0
593,8.11130830789687,5.125999450683594e-06,10.0
594,8.11130830789687,5.304813385009766e-06,6.0
595,8.11130830789687,3.516674041748047e-06,5.0
596,8.11130830789687,9.47713851928711e-06,17.0
597,8.11130830789687,,
598,8.11130830789687,3.0994415283203125e-06,1.0
599,8.11130830789687,,
0,23.101297000831593,9.775161743164062e-06,10.0
1,23.101297000831593,2.205371856689453e-06,12.0
2,23.101297000831593,,
3,23.101297000831593,2.205371856689453e-06,4.0
4,23.101297000831593,5.960464477539062e-07,1.0
5,23.101297000831593,,
6,23.101297000831593,1.6093254089355469e-06,8.0
7,23.101297000831593,,
8,23.101297000831593,,
9,23.101297000831593,2.682209014892578e-06,1.0
10,23.101297000831593,,
11,23.101297000831593,5.364418029785156e-07,1.0
12,23.101297000831593,,
13,23.101297000831593,,
14,23.101297000831593,,
15,23.101297000831593,1.5497207641601562e-06,6.0
16,23.101297000831593,2.5033950805664062e-06,1.0
17,23.101297000831593,2.562999725341797e-06,4.0
18,23.101297000831593,,
19,23.101297000831593,7.033348083496094e-06,10.0
20,23.101297000831593,,
21,23.101297000831593,1.0132789611816406e-06,1.0
22,23.101297000831593,,
23,23.101297000831593,4.76837158203125e-06,6.0
24,23.101297000831593,,
25,23.101297000831593,,
26,23.101297000831593,3.5762786865234375e-06,6.0
27,23.101297000831593,,
28,23.101297000831593,,
29,23.101297000831593,2.6226043701171875e-06,32.0
30,23.101297000831593,,
31,23.101297000831593,1.1622905731201172e-05,9.0
32,23.101297000831593,2.6226043701171875e-06,24.0
33,23.101297000831593,,
34,23.101297000831593,5.781650543212891e-06,76.0
35,23.101297000831593,,
36,23.101297000831593,4.708766937255859e-06,90.0
37,23.101297000831593,1.6689300537109375e-05,19.0
38,23.101297000831593,,
39,23.101297000831593,,
40,23.101297000831593,3.039836883544922e-06,11.0
41,23.101297000831593,,
42,23.101297000831593,5.662441253662109e-06,1.0
43,23.101297000831593,,
44,23.101297000831593,,
45,23.101297000831593,,
46,23.101297000831593,7.867813110351562e-06,96.0
47,23.101297000831593,9.417533874511719e-06,15.0
48,23.101297000831593,5.125999450683594e-06,26.0
49,23.101297000831593,,
50,23.101297000831593,,
51,23.101297000831593,1.245737075805664e-05,28.0
52,23.101297000831593,,
53,23.101297000831593,,
54,23.101297000831593,1.3709068298339844e-06,1.0
55,23.101297000831593,1.4185905456542969e-05,13.0
56,23.101297000831593,4.827976226806641e-06,16.0
57,23.101297000831593,,
58,23.101297000831593,,
59,23.101297000831593,7.450580596923828e-06,8.0
60,23.101297000831593,,
61,23.101297000831593,,
62,23.101297000831593,,
63,23.101297000831593,6.735324859619141e-06,5.0
64,23.101297000831593,,
65,23.101297000831593,,
66,23.101297000831593,,
67,23.101297000831593,1.6093254089355469e-06,1.0
68,23.101297000831593,1.0907649993896484e-05,22.0
69,23.101297000831593,3.039836883544922e-06,38.0
70,23.101297000831593,,
71,23.101297000831593,1.5497207641601562e-06,6.0
72,23.101297000831593,3.0994415283203125e-06,8.0
73,23.101297000831593,2.0265579223632812e-06,100.0
74,23.101297000831593,,
75,23.101297000831593,1.4603137969970703e-05,5.0
76,23.101297000831593,1.9669532775878906e-06,42.0
77,23.101297000831593,4.5299530029296875e-06,6.0
78,23.101297000831593,4.708766937255859e-06,3.0
79,23.101297000831593,3.993511199951172e-06,17.0
80,23.101297000831593,1.3113021850585938e-06,1.0
81,23.101297000831593,2.8014183044433594e-06,3.0
82,23.101297000831593,8.702278137207031e-06,7.0
83,23.101297000831593,,
84,23.101297000831593,,
85,23.101297000831593,,
86,23.101297000831593,,
87,23.101297000831593,,
88,23.101297000831593,3.2186508178710938e-06,11.0
89,23.101297000831593,,
90,23.101297000831593,,
91,23.101297000831593,1.8477439880371094e-06,6.0
92,23.101297000831593,,
93,23.101297000831593,,
94,23.101297000831593,3.6954879760742188e-06,4.0
95,23.101297000831593,6.556510925292969e-06,30.0
96,23.101297000831593,,
97,23.101297000831593,3.2782554626464844e-06,32.0
98,23.101297000831593,,
99,23.101297000831593,2.1457672119140625e-06,2.0
100,23.101297000831593,1.6689300537109375e-06,100.0
101,23.101297000831593,,
102,23.101297000831593,5.245208740234375e-06,9.0
103,23.101297000831593,,
104,23.101297000831593,5.781650543212891e-06,7.0
105,23.101297000831593,3.5762786865234375e-06,3.0
106,23.101297000831593,,
107,23.101297000831593,,
108,23.101297000831593,1.1742115020751953e-05,11.0
109,23.101297000831593,2.7418136596679688e-06,11.0
110,23.101297000831593,1.9073486328125e-06,10.0
111,23.101297000831593,,
112,23.101297000831593,4.410743713378906e-06,18.0
113,23.101297000831593,9.5367431640625e-07,1.0
114,23.101297000831593,7.092952728271484e-06,15.0
115,23.101297000831593,,
116,23.101297000831593,,
117,23.101297000831593,,
118,23.101297000831593,4.172325134277344e-06,18.0
119,23.101297000831593,8.344650268554688e-06,10.0
120,23.101297000831593,4.0531158447265625e-06,4.0
121,23.101297000831593,2.008676528930664e-05,10.0
122,23.101297000831593,,
123,23.101297000831593,2.4437904357910156e-06,21.0
124,23.101297000831593,1.33514404296875e-05,9.0
125,23.101297000831593,1.5139579772949219e-05,18.0
126,23.101297000831593,,
127,23.101297000831593,,
128,23.101297000831593,1.7285346984863281e-06,6.0
129,23.101297000831593,5.4836273193359375e-06,31.0
130,23.101297000831593,,
131,23.101297000831593,,
132,23.101297000831593,1.8477439880371094e-06,1.0
133,23.101297000831593,,
134,23.101297000831593,4.0531158447265625e-06,3.0
135,23.101297000831593,,
136,23.101297000831593,,
137,23.101297000831593,4.112720489501953e-06,19.0
138,23.101297000831593,,
139,23.101297000831593,,
140,23.101297000831593,1.0728836059570312e-06,1.0
141,23.101297000831593,2.6226043701171875e-06,2.0
142,23.101297000831593,4.887580871582031e-06,6.0
143,23.101297000831593,,
144,23.101297000831593,,
145,23.101297000831593,2.6226043701171875e-06,18.0
146,23.101297000831593,7.033348083496094e-06,3.0
147,23.101297000831593,,
148,23.101297000831593,1.0192394256591797e-05,1.0
149,23.101297000831593,,
150,23.101297000831593,,
151,23.101297000831593,,
152,23.101297000831593,5.841255187988281e-06,5.0
153,23.101297000831593,1.9073486328125e-06,42.0
154,23.101297000831593,2.3245811462402344e-06,1.0
155,23.101297000831593,,
156,23.101297000831593,1.4662742614746094e-05,64.0
157,23.101297000831593,,
158,23.101297000831593,2.086162567138672e-06,7.0
159,23.101297000831593,,
160,23.101297000831593,9.775161743164062e-06,1.0
161,23.101297000831593,,
162,23.101297000831593,2.4437904357910156e-06,64.0
163,23.101297000831593,4.76837158203125e-07,1.0
164,23.101297000831593,,
165,23.101297000831593,,
166,23.101297000831593,,
167,23.101297000831593,2.384185791015625e-06,32.0
168,23.101297000831593,,
169,23.101297000831593,8.58306884765625e-06,9.0
170,23.101297000831593,,
171,23.101297000831593,,
172,23.101297000831593,1.7881393432617188e-06,1.0
173,23.101297000831593,,
174,23.101297000831593,2.7418136596679688e-06,4.0
175,23.101297000831593,,
176,23.101297000831593,3.933906555175781e-06,63.0
177,23.101297000831593,1.9669532775878906e-06,5.0
178,23.101297000831593,2.562999725341797e-06,1.0
179,23.101297000831593,,
180,23.101297000831593,2.205371856689453e-06,1.0
181,23.101297000831593,,
182,23.101297000831593,2.9206275939941406e-06,10.0
183,23.101297000831593,,
184,23.101297000831593,,
185,23.101297000831593,2.3245811462402344e-06,68.0
186,23.101297000831593,,
187,23.101297000831593,,
188,23.101297000831593,,
189,23.101297000831593,,
190,23.101297000831593,1.0132789611816406e-06,1.0
191,23.101297000831593,2.086162567138672e-06,1.0
192,23.101297000831593,2.0682811737060547e-05,5.0
193,23.101297000831593,,
194,23.101297000831593,4.76837158203125e-06,54.0
195,23.101297000831593,,
196,23.101297000831593,,
197,23.101297000831593,5.066394805908203e-06,1.0
198,23.101297000831593,,
199,23.101297000831593,,
200,23.101297000831593,2.205371856689453e-06,9.0
201,23.101297000831593,1.7881393432617188e-06,2.0
202,23.101297000831593,1.0251998901367188e-05,34.0
203,23.101297000831593,,
204,23.101297000831593,1.9073486328125e-06,2.0
205,23.101297000831593,2.86102294921875e-06,10.0
206,23.101297000831593,1.3232231140136719e-05,9.0
207,23.101297000831593,,
208,23.101297000831593,2.0265579223632812e-06,4.0
209,23.101297000831593,5.781650543212891e-06,19.0
210,23.101297000831593,5.245208740234375e-06,55.0
211,23.101297000831593,2.2649765014648438e-06,6.0
212,23.101297000831593,3.2782554626464844e-06,1.0
213,23.101297000831593,1.633167266845703e-05,7.0
214,23.101297000831593,,
215,23.101297000831593,,
216,23.101297000831593,1.0728836059570312e-05,9.0
217,23.101297000831593,6.139278411865234e-06,9.0
218,23.101297000831593,,
219,23.101297000831593,,
220,23.101297000831593,,
221,23.101297000831593,,
222,23.101297000831593,3.159046173095703e-06,36.0
223,23.101297000831593,,
224,23.101297000831593,1.0728836059570312e-06,14.0
225,23.101297000831593,,
226,23.101297000831593,5.125999450683594e-06,11.0
227,23.101297000831593,6.735324859619141e-06,79.0
228,23.101297000831593,,
229,23.101297000831593,1.9073486328125e-05,2.0
230,23.101297000831593,,
231,23.101297000831593,3.159046173095703e-06,5.0
232,23.101297000831593,6.020069122314453e-06,72.0
233,23.101297000831593,2.2649765014648438e-06,13.0
234,23.101297000831593,1.9669532775878906e-06,1.0
235,23.101297000831593,,
236,23.101297000831593,,
237,23.101297000831593,,
238,23.101297000831593,,
239,23.101297000831593,,
240,23.101297000831593,3.814697265625e-06,1.0
241,23.101297000831593,3.8564205169677734e-05,3.0
242,23.101297000831593,,
243,23.101297000831593,,
244,23.101297000831593,,
245,23.101297000831593,7.748603820800781e-06,14.0
246,23.101297000831593,2.384185791015625e-06,1.0
247,23.101297000831593,,
248,23.101297000831593,2.4437904357910156e-06,4.0
249,23.101297000831593,5.602836608886719e-06,8.0
250,23.101297000831593,,
251,23.101297000831593,3.6954879760742188e-06,6.0
252,23.101297000831593,,
253,23.101297000831593,3.0994415283203125e-06,10.0
254,23.101297000831593,,
255,23.101297000831593,,
256,23.101297000831593,,
257,23.101297000831593,,
258,23.101297000831593,,
259,23.101297000831593,,
260,23.101297000831593,6.735324859619141e-06,4.0
261,23.101297000831593,6.16312026977539e-05,5.0
262,23.101297000831593,2.962350845336914e-05,19.0
263,23.101297000831593,,
264,23.101297000831593,3.6954879760742188e-06,40.0
265,23.101297000831593,5.125999450683594e-06,85.0
266,23.101297000831593,,
267,23.101297000831593,,
268,23.101297000831593,7.212162017822266e-06,28.0
269,23.101297000831593,4.112720489501953e-06,11.0
270,23.101297000831593,4.231929779052734e-06,19.0
271,23.101297000831593,,
272,23.101297000831593,,
273,23.101297000831593,,
274,23.101297000831593,,
275,23.101297000831593,6.973743438720703e-06,1.0
276,23.101297000831593,3.0994415283203125e-06,6.0
277,23.101297000831593,2.86102294921875e-06,8.0
278,23.101297000831593,1.0669231414794922e-05,71.0
279,23.101297000831593,,
280,23.101297000831593,,
281,23.101297000831593,,
282,23.101297000831593,5.304813385009766e-06,3.0
283,23.101297000831593,1.7285346984863281e-06,7.0
284,23.101297000831593,,
285,23.101297000831593,,
286,23.101297000831593,3.5762786865234375e-07,1.0
287,23.101297000831593,,
288,23.101297000831593,,
289,23.101297000831593,,
290,23.101297000831593,2.8014183044433594e-06,4.0
291,23.101297000831593,,
292,23.101297000831593,,
293,23.101297000831593,8.225440979003906e-06,30.0
294,23.101297000831593,1.3113021850585938e-06,6.0
295,23.101297000831593,4.827976226806641e-06,6.0
296,23.101297000831593,4.0531158447265625e-06,7.0
297,23.101297000831593,,
298,23.101297000831593,,
299,23.101297000831593,,
300,23.101297000831593,,
301,23.101297000831593,,
302,23.101297000831593,,
303,23.101297000831593,6.9141387939453125e-06,9.0
304,23.101297000831593,9.298324584960938e-06,4.0
305,23.101297000831593,,
306,23.101297000831593,,
307,23.101297000831593,,
308,23.101297000831593,,
309,23.101297000831593,4.649162292480469e-06,9.0
310,23.101297000831593,3.993511199951172e-06,13.0
311,23.101297000831593,,
312,23.101297000831593,1.0132789611816406e-06,1.0
313,23.101297000831593,,
314,23.101297000831593,5.066394805908203e-06,1.0
315,23.101297000831593,1.5795230865478516e-05,10.0
316,23.101297000831593,,
317,23.101297000831593,,
318,23.101297000831593,1.245737075805664e-05,5.0
319,23.101297000831593,,
320,23.101297000831593,5.424022674560547e-06,15.0
321,23.101297000831593,,
322,23.101297000831593,1.1324882507324219e-06,40.0
323,23.101297000831593,1.055002212524414e-05,36.0
324,23.101297000831593,4.470348358154297e-06,19.0
325,23.101297000831593,1.1146068572998047e-05,4.0
326,23.101297000831593,4.410743713378906e-06,5.0
327,23.101297000831593,,
328,23.101297000831593,,
329,23.101297000831593,,
330,23.101297000831593,,
331,23.101297000831593,3.606081008911133e-05,1.0
332,23.101297000831593,2.396106719970703e-05,56.0
333,23.101297000831593,,
334,23.101297000831593,2.86102294921875e-06,10.0
335,23.101297000831593,4.172325134277344e-06,73.0
336,23.101297000831593,,
337,23.101297000831593,,
338,23.101297000831593,,
339,23.101297000831593,,
340,23.101297000831593,1.3113021850585938e-06,1.0
341,23.101297000831593,,
342,23.101297000831593,6.723403930664062e-05,1.0
343,23.101297000831593,4.112720489501953e-06,5.0
344,23.101297000831593,2.4437904357910156e-06,4.0
345,23.101297000831593,4.410743713378906e-06,6.0
346,23.101297000831593,,
347,23.101297000831593,,
348,23.101297000831593,1.1146068572998047e-05,19.0
349,23.101297000831593,,
350,23.101297000831593,,
351,23.101297000831593,8.940696716308594e-07,2.0
352,23.101297000831593,,
353,23.101297000831593,,
354,23.101297000831593,7.271766662597656e-06,6.0
355,23.101297000831593,2.86102294921875e-06,3.0
356,23.101297000831593,,
357,23.101297000831593,3.933906555175781e-06,4.0
358,23.101297000831593,4.291534423828125e-06,4.0
359,23.101297000831593,4.291534423828125e-06,10.0
360,23.101297000831593,,
361,23.101297000831593,,
362,23.101297000831593,2.6226043701171875e-06,1.0
363,23.101297000831593,,
364,23.101297000831593,,
365,23.101297000831593,,
366,23.101297000831593,5.9604644775390625e-06,6.0
367,23.101297000831593,1.728534698486328e-05,14.0
368,23.101297000831593,2.9206275939941406e-06,1.0
369,23.101297000831593,,
370,23.101297000831593,,
371,23.101297000831593,,
372,23.101297000831593,,
373,23.101297000831593,,
374,23.101297000831593,6.198883056640625e-06,7.0
375,23.101297000831593,,
376,23.101297000831593,1.5914440155029297e-05,48.0
377,23.101297000831593,,
378,23.101297000831593,,
379,23.101297000831593,3.516674041748047e-06,64.0
380,23.101297000831593,,
381,23.101297000831593,,
382,23.101297000831593,4.410743713378906e-06,5.0
383,23.101297000831593,,
384,23.101297000831593,4.112720489501953e-06,9.0
385,23.101297000831593,,
386,23.101297000831593,1.4901161193847656e-06,3.0
387,23.101297000831593,,
388,23.101297000831593,,
389,23.101297000831593,,
390,23.101297000831593,,
391,23.101297000831593,2.4139881134033203e-05,9.0
392,23.101297000831593,,
393,23.101297000831593,2.4437904357910156e-06,1.0
394,23.101297000831593,2.9206275939941406e-06,4.0
395,23.101297000831593,,
396,23.101297000831593,,
397,23.101297000831593,4.112720489501953e-06,9.0
398,23.101297000831593,4.351139068603516e-06,29.0
399,23.101297000831593,3.516674041748047e-06,14.0
400,23.101297000831593,1.3113021850585938e-06,1.0
401,23.101297000831593,,
402,23.101297000831593,,
403,23.101297000831593,,
404,23.101297000831593,,
405,23.101297000831593,,
406,23.101297000831593,2.8014183044433594e-06,3.0
407,23.101297000831593,1.728534698486328e-05,3.0
408,23.101297000831593,2.7418136596679688e-06,2.0
409,23.101297000831593,1.9669532775878906e-06,33.0
410,23.101297000831593,,
411,23.101297000831593,2.5033950805664062e-06,70.0
412,23.101297000831593,,
413,23.101297000831593,,
414,23.101297000831593,,
415,23.101297000831593,9.000301361083984e-06,6.0
