,alpha,distance,iters
493,8.11130830789687,2.086162567138672e-06,2.0
494,8.11130830789687,4.708766937255859e-06,2.0
495,8.11130830789687,1.0609626770019531e-05,13.0
496,8.11130830789687,2.002716064453125e-05,3.0
497,8.11130830789687,6.496906280517578e-06,3.0
498,8.11130830789687,3.0517578125e-05,17.0
499,8.11130830789687,8.940696716308594e-07,1.0
500,8.11130830789687,2.384185791015625e-07,1.0
501,8.11130830789687,1.919269561767578e-05,12.0
502,8.11130830789687,6.735324859619141e-06,6.0
503,8.11130830789687,6.616115570068359e-06,1.0
504,8.11130830789687,1.430511474609375e-05,19.0
505,8.11130830789687,1.436471939086914e-05,12.0
506,8.11130830789687,7.152557373046875e-07,1.0
507,8.11130830789687,7.927417755126953e-06,10.0
508,8.11130830789687,2.9802322387695312e-06,6.0
509,8.11130830789687,1.7821788787841797e-05,39.0
510,8.11130830789687,6.377696990966797e-06,13.0
511,8.11130830789687,1.0132789611816406e-05,12.0
512,8.11130830789687,1.0669231414794922e-05,42.0
513,8.11130830789687,1.4424324035644531e-05,11.0
514,8.11130830789687,4.863739013671875e-05,14.0
515,8.11130830789687,3.0994415283203125e-05,9.0
516,8.11130830789687,9.715557098388672e-06,18.0
517,8.11130830789687,1.0728836059570312e-06,1.0
518,8.11130830789687,5.46574592590332e-05,3.0
519,8.11130830789687,4.166364669799805e-05,14.0
520,8.11130830789687,1.1622905731201172e-05,15.0
521,8.11130830789687,8.52346420288086e-06,3.0
522,8.11130830789687,1.9669532775878906e-05,10.0
523,8.11130830789687,1.1622905731201172e-05,50.0
524,8.11130830789687,1.6689300537109375e-06,1.0
525,8.11130830789687,6.318092346191406e-06,6.0
526,8.11130830789687,3.612041473388672e-05,11.0
527,8.11130830789687,4.410743713378906e-06,7.0
528,8.11130830789687,7.748603820800781e-07,1.0
529,8.11130830789687,1.6450881958007812e-05,22.0
530,8.11130830789687,1.430511474609375e-05,7.0
531,8.11130830789687,2.6226043701171875e-06,2.0
532,8.11130830789687,2.3245811462402344e-05,5.0
533,8.11130830789687,8.881092071533203e-06,12.0
534,8.11130830789687,1.52587890625e-05,4.0
535,8.11130830789687,2.8014183044433594e-06,9.0
536,8.11130830789687,1.8477439880371094e-06,1.0
537,8.11130830789687,1.9788742065429688e-05,19.0
538,8.11130830789687,8.761882781982422e-06,13.0
539,8.11130830789687,1.1146068572998047e-05,5.0
540,8.11130830789687,7.748603820800781e-06,5.0
541,8.11130830789687,2.1338462829589844e-05,12.0
542,8.11130830789687,2.7418136596679688e-06,2.0
543,8.11130830789687,9.179115295410156e-06,16.0
544,8.11130830789687,6.4373016357421875e-06,8.0
545,8.11130830789687,1.0728836059570312e-06,1.0
546,8.11130830789687,5.6624412536621094e-05,5.0
547,8.11130830789687,1.6868114471435547e-05,4.0
548,8.11130830789687,9.238719940185547e-06,4.0
549,8.11130830789687,3.784894943237305e-05,25.0
550,8.11130830789687,2.5928020477294922e-05,16.0
551,8.11130830789687,8.940696716308594e-07,1.0
552,8.11130830789687,3.743171691894531e-05,24.0
553,8.11130830789687,7.212162017822266e-06,8.0
554,8.11130830789687,2.092123031616211e-05,21.0
555,8.11130830789687,2.5033950805664062e-06,2.0
556,8.11130830789687,9.179115295410156e-06,11.0
557,8.11130830789687,0.0001068115234375,29.0
558,8.11130830789687,1.0132789611816406e-06,1.0
559,8.11130830789687,8.106231689453125e-06,2.0
560,8.11130830789687,6.377696990966797e-06,5.0
561,8.11130830789687,6.93202018737793e-05,18.0
562,8.11130830789687,1.6570091247558594e-05,14.0
563,8.11130830789687,1.3113021850585938e-05,6.0
564,8.11130830789687,5.91278076171875e-05,14.0
565,8.11130830789687,8.404254913330078e-06,4.0
566,8.11130830789687,1.722574234008789e-05,12.0
567,8.11130830789687,1.7464160919189453e-05,11.0
568,8.11130830789687,3.0994415283203125e-06,3.0
569,8.11130830789687,1.436471939086914e-05,8.0
570,8.11130830789687,3.3974647521972656e-06,3.0
571,8.11130830789687,8.344650268554688e-07,1.0
572,8.11130830789687,1.7464160919189453e-05,10.0
573,8.11130830789687,7.152557373046875e-06,12.0
574,8.11130830789687,7.319450378417969e-05,32.0
575,8.11130830789687,2.6226043701171875e-06,1.0
576,8.11130830789687,6.9141387939453125e-06,4.0
577,8.11130830789687,1.043081283569336e-05,19.0
578,8.11130830789687,8.52346420288086e-06,5.0
579,8.11130830789687,6.67572021484375e-06,15.0
580,8.11130830789687,4.291534423828125e-06,5.0
581,8.11130830789687,2.2590160369873047e-05,20.0
582,8.11130830789687,7.927417755126953e-06,6.0
583,8.11130830789687,3.266334533691406e-05,16.0
584,8.11130830789687,4.172325134277344e-06,1.0
585,8.11130830789687,1.919269561767578e-05,19.0
586,8.11130830789687,7.212162017822266e-06,3.0
587,8.11130830789687,4.827976226806641e-06,10.0
588,8.11130830789687,5.0067901611328125e-06,2.0
589,8.11130830789687,1.3828277587890625e-05,11.0
590,8.11130830789687,2.288818359375e-05,12.0
591,8.11130830789687,3.6954879760742188e-06,3.0
592,8.11130830789687,2.3484230041503906e-05,11.0
593,8.11130830789687,1.0609626770019531e-05,25.0
594,8.11130830789687,1.1444091796875e-05,3.0
595,8.11130830789687,9.894371032714844e-06,3.0
596,8.11130830789687,1.233816146850586e-05,9.0
597,8.11130830789687,9.715557098388672e-06,7.0
598,8.11130830789687,1.2516975402832031e-06,1.0
599,8.11130830789687,1.138448715209961e-05,11.0
0,23.101297000831593,1.8298625946044922e-05,12.0
1,23.101297000831593,1.0371208190917969e-05,20.0
2,23.101297000831593,8.225440979003906e-06,6.0
3,23.101297000831593,9.357929229736328e-06,10.0
4,23.101297000831593,1.1920928955078125e-06,1.0
5,23.101297000831593,1.4543533325195312e-05,6.0
6,23.101297000831593,9.894371032714844e-06,24.0
7,23.101297000831593,1.4662742614746094e-05,16.0
8,23.101297000831593,1.823902130126953e-05,7.0
9,23.101297000831593,2.9206275939941406e-06,1.0
10,23.101297000831593,3.230571746826172e-05,29.0
11,23.101297000831593,2.384185791015625e-06,1.0
12,23.101297000831593,3.0994415283203125e-05,5.0
13,23.101297000831593,1.8656253814697266e-05,13.0
14,23.101297000831593,1.6033649444580078e-05,14.0
15,23.101297000831593,1.239776611328125e-05,6.0
16,23.101297000831593,8.344650268554688e-07,1.0
17,23.101297000831593,3.4570693969726562e-06,3.0
18,23.101297000831593,1.8358230590820312e-05,11.0
19,23.101297000831593,8.821487426757812e-06,6.0
20,23.101297000831593,4.470348358154297e-05,12.0
21,23.101297000831593,1.2516975402832031e-06,1.0
22,23.101297000831593,1.1801719665527344e-05,8.0
23,23.101297000831593,4.589557647705078e-06,13.0
24,23.101297000831593,3.7610530853271484e-05,28.0
25,23.101297000831593,1.531839370727539e-05,9.0
26,23.101297000831593,2.0384788513183594e-05,3.0
27,23.101297000831593,9.238719940185547e-06,6.0
28,23.101297000831593,6.651878356933594e-05,7.0
29,23.101297000831593,1.245737075805664e-05,9.0
30,23.101297000831593,3.4689903259277344e-05,14.0
31,23.101297000831593,5.0902366638183594e-05,4.0
32,23.101297000831593,5.036592483520508e-05,8.0
33,23.101297000831593,1.3053417205810547e-05,10.0
34,23.101297000831593,7.033348083496094e-06,9.0
35,23.101297000831593,4.1425228118896484e-05,16.0
36,23.101297000831593,5.304813385009766e-06,5.0
37,23.101297000831593,6.020069122314453e-06,6.0
38,23.101297000831593,6.55055046081543e-05,6.0
39,23.101297000831593,4.0531158447265625e-06,6.0
40,23.101297000831593,5.781650543212891e-06,7.0
41,23.101297000831593,2.0444393157958984e-05,6.0
42,23.101297000831593,2.980232238769531e-07,1.0
43,23.101297000831593,2.3126602172851562e-05,25.0
44,23.101297000831593,7.224082946777344e-05,18.0
45,23.101297000831593,7.033348083496094e-06,10.0
46,23.101297000831593,3.820657730102539e-05,8.0
47,23.101297000831593,1.1622905731201172e-05,10.0
48,23.101297000831593,1.7404556274414062e-05,6.0
49,23.101297000831593,1.531839370727539e-05,4.0
50,23.101297000831593,1.4662742614746094e-05,15.0
51,23.101297000831593,8.58306884765625e-06,29.0
52,23.101297000831593,4.5239925384521484e-05,23.0
53,23.101297000831593,3.2842159271240234e-05,7.0
54,23.101297000831593,8.940696716308594e-07,1.0
55,23.101297000831593,0.00010567903518676758,4.0
56,23.101297000831593,6.616115570068359e-06,14.0
57,23.101297000831593,1.0371208190917969e-05,10.0
58,23.101297000831593,2.47955322265625e-05,16.0
59,23.101297000831593,5.066394805908203e-06,11.0
60,23.101297000831593,2.7358531951904297e-05,16.0
61,23.101297000831593,1.4781951904296875e-05,14.0
62,23.101297000831593,1.3232231140136719e-05,19.0
63,23.101297000831593,1.3589859008789062e-05,7.0
64,23.101297000831593,1.7821788787841797e-05,19.0
65,23.101297000831593,2.9802322387695312e-06,4.0
66,23.101297000831593,3.695487976074219e-05,10.0
67,23.101297000831593,1.7881393432617188e-06,1.0
68,23.101297000831593,9.894371032714844e-06,14.0
69,23.101297000831593,6.9141387939453125e-06,10.0
70,23.101297000831593,1.7762184143066406e-05,19.0
71,23.101297000831593,7.62939453125e-06,2.0
72,23.101297000831593,7.092952728271484e-06,9.0
73,23.101297000831593,9.655952453613281e-06,3.0
74,23.101297000831593,1.7642974853515625e-05,6.0
75,23.101297000831593,5.364418029785156e-06,7.0
76,23.101297000831593,3.975629806518555e-05,18.0
77,23.101297000831593,1.3530254364013672e-05,12.0
78,23.101297000831593,3.3974647521972656e-06,7.0
79,23.101297000831593,2.8014183044433594e-06,2.0
80,23.101297000831593,1.5497207641601562e-06,1.0
81,23.101297000831593,3.0994415283203125e-06,2.0
82,23.101297000831593,1.817941665649414e-05,13.0
83,23.101297000831593,2.8192996978759766e-05,8.0
84,23.101297000831593,1.6868114471435547e-05,10.0
85,23.101297000831593,6.961822509765625e-05,17.0
86,23.101297000831593,9.757280349731445e-05,46.0
87,23.101297000831593,2.8133392333984375e-05,27.0
88,23.101297000831593,4.887580871582031e-06,10.0
89,23.101297000831593,2.580881118774414e-05,22.0
90,23.101297000831593,4.26173210144043e-05,12.0
91,23.101297000831593,6.198883056640625e-06,3.0
92,23.101297000831593,4.7147274017333984e-05,19.0
93,23.101297000831593,1.7523765563964844e-05,25.0
94,23.101297000831593,4.172325134277344e-06,3.0
95,23.101297000831593,1.0073184967041016e-05,9.0
96,23.101297000831593,1.4007091522216797e-05,7.0
97,23.101297000831593,2.6941299438476562e-05,4.0
98,23.101297000831593,1.245737075805664e-05,6.0
99,23.101297000831593,1.4901161193847656e-06,2.0
100,23.101297000831593,5.125999450683594e-06,3.0
101,23.101297000831593,1.4185905456542969e-05,5.0
102,23.101297000831593,5.4836273193359375e-06,17.0
103,23.101297000831593,2.4139881134033203e-05,12.0
104,23.101297000831593,1.800060272216797e-05,15.0
105,23.101297000831593,4.708766937255859e-06,4.0
106,23.101297000831593,3.355741500854492e-05,17.0
107,23.101297000831593,1.5139579772949219e-05,40.0
108,23.101297000831593,3.814697265625e-06,7.0
109,23.101297000831593,4.589557647705078e-06,7.0
110,23.101297000831593,5.662441253662109e-06,4.0
111,23.101297000831593,6.139278411865234e-06,5.0
112,23.101297000831593,1.9550323486328125e-05,24.0
113,23.101297000831593,1.3113021850585938e-06,1.0
114,23.101297000831593,1.2099742889404297e-05,57.0
115,23.101297000831593,1.7762184143066406e-05,12.0
116,23.101297000831593,9.715557098388672e-06,9.0
117,23.101297000831593,1.239776611328125e-05,57.0
118,23.101297000831593,2.7418136596679688e-06,8.0
119,23.101297000831593,9.119510650634766e-06,14.0
120,23.101297000831593,2.1457672119140625e-06,2.0
121,23.101297000831593,1.615285873413086e-05,22.0
122,23.101297000831593,1.728534698486328e-05,19.0
123,23.101297000831593,5.602836608886719e-06,3.0
124,23.101297000831593,2.3186206817626953e-05,19.0
125,23.101297000831593,3.629922866821289e-05,4.0
126,23.101297000831593,2.3365020751953125e-05,22.0
127,23.101297000831593,1.1146068572998047e-05,9.0
128,23.101297000831593,4.947185516357422e-06,6.0
129,23.101297000831593,3.528594970703125e-05,5.0
130,23.101297000831593,1.1622905731201172e-05,5.0
131,23.101297000831593,8.463859558105469e-06,43.0
132,23.101297000831593,3.337860107421875e-06,1.0
133,23.101297000831593,1.728534698486328e-05,12.0
134,23.101297000831593,1.2993812561035156e-05,4.0
135,23.101297000831593,1.9669532775878906e-05,7.0
136,23.101297000831593,7.337331771850586e-05,17.0
137,23.101297000831593,6.496906280517578e-06,5.0
138,23.101297000831593,2.110004425048828e-05,12.0
139,23.101297000831593,1.1146068572998047e-05,10.0
140,23.101297000831593,7.748603820800781e-07,1.0
141,23.101297000831593,2.6226043701171875e-06,2.0
142,23.101297000831593,7.152557373046875e-06,6.0
143,23.101297000831593,1.2814998626708984e-05,9.0
144,23.101297000831593,2.1636486053466797e-05,10.0
145,23.101297000831593,5.841255187988281e-06,4.0
146,23.101297000831593,6.67572021484375e-06,4.0
147,23.101297000831593,5.6684017181396484e-05,10.0
148,23.101297000831593,1.6689300537109375e-06,1.0
149,23.101297000831593,2.5272369384765625e-05,5.0
150,23.101297000831593,1.7404556274414062e-05,16.0
151,23.101297000831593,2.2590160369873047e-05,15.0
152,23.101297000831593,1.1444091796875e-05,17.0
153,23.101297000831593,6.139278411865234e-06,11.0
154,23.101297000831593,5.960464477539063e-08,1.0
155,23.101297000831593,3.522634506225586e-05,11.0
156,23.101297000831593,8.225440979003906e-06,18.0
157,23.101297000831593,3.820657730102539e-05,24.0
158,23.101297000831593,7.212162017822266e-06,12.0
159,23.101297000831593,9.834766387939453e-06,12.0
160,23.101297000831593,3.5762786865234375e-07,1.0
161,23.101297000831593,6.139278411865234e-06,7.0
162,23.101297000831593,1.2576580047607422e-05,15.0
163,23.101297000831593,7.152557373046875e-07,1.0
164,23.101297000831593,1.8656253814697266e-05,16.0
165,23.101297000831593,0.00012111663818359375,14.0
166,23.101297000831593,9.47713851928711e-06,6.0
167,23.101297000831593,2.8014183044433594e-06,8.0
168,23.101297000831593,2.485513687133789e-05,10.0
169,23.101297000831593,7.3909759521484375e-06,5.0
170,23.101297000831593,1.0371208190917969e-05,9.0
171,23.101297000831593,7.808208465576172e-06,7.0
172,23.101297000831593,1.6093254089355469e-06,1.0
173,23.101297000831593,3.0040740966796875e-05,8.0
174,23.101297000831593,5.424022674560547e-06,19.0
175,23.101297000831593,1.0251998901367188e-05,7.0
176,23.101297000831593,1.1980533599853516e-05,6.0
177,23.101297000831593,3.0994415283203125e-06,4.0
178,23.101297000831593,1.6093254089355469e-06,1.0
179,23.101297000831593,9.953975677490234e-06,13.0
180,23.101297000831593,1.1324882507324219e-06,1.0
181,23.101297000831593,0.00011515617370605469,23.0
182,23.101297000831593,1.6391277313232422e-05,7.0
183,23.101297000831593,1.0669231414794922e-05,12.0
184,23.101297000831593,1.3530254364013672e-05,16.0
185,23.101297000831593,1.728534698486328e-05,26.0
186,23.101297000831593,1.1444091796875e-05,15.0
187,23.101297000831593,9.000301361083984e-06,20.0
188,23.101297000831593,2.2709369659423828e-05,19.0
189,23.101297000831593,1.996755599975586e-05,15.0
190,23.101297000831593,8.344650268554688e-07,1.0
191,23.101297000831593,3.7550926208496094e-06,1.0
192,23.101297000831593,3.1113624572753906e-05,4.0
193,23.101297000831593,7.152557373046875e-06,15.0
194,23.101297000831593,2.1219253540039062e-05,6.0
195,23.101297000831593,1.2934207916259766e-05,9.0
196,23.101297000831593,0.00012421607971191406,36.0
197,23.101297000831593,2.086162567138672e-06,1.0
198,23.101297000831593,1.3589859008789062e-05,11.0
199,23.101297000831593,4.887580871582031e-06,7.0
200,23.101297000831593,8.702278137207031e-06,13.0
201,23.101297000831593,2.086162567138672e-06,3.0
202,23.101297000831593,5.239248275756836e-05,5.0
203,23.101297000831593,3.707408905029297e-05,44.0
204,23.101297000831593,3.4570693969726562e-06,2.0
205,23.101297000831593,1.3589859008789062e-05,11.0
206,23.101297000831593,4.410743713378906e-06,11.0
207,23.101297000831593,2.586841583251953e-05,46.0
208,23.101297000831593,7.867813110351562e-06,6.0
209,23.101297000831593,1.0311603546142578e-05,14.0
210,23.101297000831593,1.9609928131103516e-05,10.0
211,23.101297000831593,9.715557098388672e-06,7.0
212,23.101297000831593,5.960464477539063e-08,1.0
213,23.101297000831593,1.6689300537109375e-06,2.0
214,23.101297000831593,1.436471939086914e-05,9.0
215,23.101297000831593,6.020069122314453e-05,46.0
216,23.101297000831593,6.139278411865234e-06,6.0
217,23.101297000831593,9.179115295410156e-06,4.0
218,23.101297000831593,2.9385089874267578e-05,21.0
219,23.101297000831593,1.436471939086914e-05,13.0
220,23.101297000831593,2.0384788513183594e-05,6.0
221,23.101297000831593,1.6808509826660156e-05,12.0
222,23.101297000831593,5.662441253662109e-06,4.0
223,23.101297000831593,1.7523765563964844e-05,5.0
224,23.101297000831593,1.0728836059570312e-05,6.0
225,23.101297000831593,5.036592483520508e-05,12.0
226,23.101297000831593,8.7738037109375e-05,4.0
227,23.101297000831593,1.2755393981933594e-05,4.0
228,23.101297000831593,2.4318695068359375e-05,23.0
229,23.101297000831593,7.68899917602539e-06,4.0
230,23.101297000831593,1.1265277862548828e-05,10.0
231,23.101297000831593,1.2934207916259766e-05,18.0
232,23.101297000831593,2.3365020751953125e-05,8.0
233,23.101297000831593,0.0004057884216308594,5.0
234,23.101297000831593,1.4901161193847656e-06,1.0
235,23.101297000831593,3.641843795776367e-05,44.0
236,23.101297000831593,2.09808349609375e-05,4.0
237,23.101297000831593,3.1113624572753906e-05,19.0
238,23.101297000831593,1.4424324035644531e-05,12.0
239,23.101297000831593,4.559755325317383e-05,93.0
240,23.101297000831593,4.291534423828125e-06,1.0
241,23.101297000831593,0.0001373291015625,3.0
242,23.101297000831593,3.3855438232421875e-05,18.0
243,23.101297000831593,6.079673767089844e-06,10.0
244,23.101297000831593,1.6987323760986328e-05,17.0
245,23.101297000831593,8.64267349243164e-06,4.0
246,23.101297000831593,1.2516975402832031e-06,1.0
247,23.101297000831593,5.0067901611328125e-06,7.0
248,23.101297000831593,1.8477439880371094e-06,3.0
249,23.101297000831593,1.0251998901367188e-05,6.0
250,23.101297000831593,1.1026859283447266e-05,11.0
251,23.101297000831593,3.2782554626464844e-06,6.0
252,23.101297000831593,4.392862319946289e-05,16.0
253,23.101297000831593,1.2159347534179688e-05,6.0
254,23.101297000831593,3.88026237487793e-05,35.0
255,23.101297000831593,1.3470649719238281e-05,12.0
256,23.101297000831593,1.1026859283447266e-05,8.0
257,23.101297000831593,0.00012004375457763672,20.0
258,23.101297000831593,1.1682510375976562e-05,8.0
259,23.101297000831593,3.36766242980957e-05,12.0
260,23.101297000831593,2.0682811737060547e-05,17.0
261,23.101297000831593,5.662441253662109e-06,4.0
262,23.101297000831593,4.947185516357422e-05,11.0
263,23.101297000831593,1.0609626770019531e-05,9.0
264,23.101297000831593,1.615285873413086e-05,10.0
265,23.101297000831593,9.834766387939453e-06,10.0
266,23.101297000831593,7.092952728271484e-06,20.0
267,23.101297000831593,2.092123031616211e-05,18.0
268,23.101297000831593,7.808208465576172e-06,9.0
269,23.101297000831593,1.2040138244628906e-05,13.0
270,23.101297000831593,1.5020370483398438e-05,9.0
271,23.101297000831593,5.7578086853027344e-05,25.0
272,23.101297000831593,2.7000904083251953e-05,12.0
273,23.101297000831593,3.826618194580078e-05,16.0
274,23.101297000831593,1.436471939086914e-05,7.0
275,23.101297000831593,1.6093254089355469e-06,1.0
276,23.101297000831593,1.4960765838623047e-05,12.0
277,23.101297000831593,2.7298927307128906e-05,4.0
278,23.101297000831593,3.0934810638427734e-05,21.0
279,23.101297000831593,2.5272369384765625e-05,23.0
280,23.101297000831593,9.953975677490234e-06,10.0
281,23.101297000831593,3.2901763916015625e-05,6.0
282,23.101297000831593,3.933906555175781e-06,4.0
283,23.101297000831593,7.62939453125e-06,12.0
284,23.101297000831593,3.844499588012695e-05,15.0
285,23.101297000831593,2.2351741790771484e-05,15.0
286,23.101297000831593,8.344650268554688e-07,1.0
287,23.101297000831593,8.356571197509766e-05,40.0
288,23.101297000831593,8.463859558105469e-06,11.0
289,23.101297000831593,2.777576446533203e-05,29.0
290,23.101297000831593,1.9073486328125e-05,7.0
291,23.101297000831593,2.086162567138672e-05,23.0
292,23.101297000831593,3.7729740142822266e-05,22.0
293,23.101297000831593,1.0251998901367188e-05,18.0
294,23.101297000831593,3.5703182220458984e-05,3.0
295,23.101297000831593,1.0848045349121094e-05,5.0
296,23.101297000831593,2.682209014892578e-06,3.0
297,23.101297000831593,3.2842159271240234e-05,14.0
298,23.101297000831593,3.135204315185547e-05,6.0
299,23.101297000831593,1.0609626770019531e-05,15.0
300,23.101297000831593,1.4603137969970703e-05,4.0
301,23.101297000831593,1.043081283569336e-05,16.0
302,23.101297000831593,2.1576881408691406e-05,11.0
303,23.101297000831593,1.0848045349121094e-05,12.0
304,23.101297000831593,6.377696990966797e-06,3.0
305,23.101297000831593,9.000301361083984e-06,6.0
306,23.101297000831593,3.4689903259277344e-05,5.0
307,23.101297000831593,1.6629695892333984e-05,6.0
308,23.101297000831593,2.4020671844482422e-05,7.0
309,23.101297000831593,1.2516975402832031e-05,17.0
310,23.101297000831593,2.467632293701172e-05,11.0
311,23.101297000831593,8.940696716308594e-06,6.0
312,23.101297000831593,1.0728836059570312e-06,1.0
313,23.101297000831593,1.8596649169921875e-05,11.0
314,23.101297000831593,7.748603820800781e-07,1.0
315,23.101297000831593,5.7220458984375e-06,14.0
316,23.101297000831593,3.260374069213867e-05,21.0
317,23.101297000831593,2.086162567138672e-05,11.0
318,23.101297000831593,3.2782554626464844e-06,2.0
319,23.101297000831593,9.059906005859375e-06,8.0
320,23.101297000831593,8.881092071533203e-06,9.0
321,23.101297000831593,4.2378902435302734e-05,36.0
322,23.101297000831593,2.2292137145996094e-05,13.0
323,23.101297000831593,1.0073184967041016e-05,7.0
324,23.101297000831593,2.384185791015625e-05,3.0
325,23.101297000831593,6.318092346191406e-06,4.0
326,23.101297000831593,5.364418029785156e-06,4.0
327,23.101297000831593,3.7610530853271484e-05,18.0
328,23.101297000831593,6.735324859619141e-06,6.0
329,23.101297000831593,3.224611282348633e-05,15.0
330,23.101297000831593,1.239776611328125e-05,7.0
331,23.101297000831593,1.1920928955078125e-06,1.0
332,23.101297000831593,1.2874603271484375e-05,6.0
333,23.101297000831593,3.36766242980957e-05,43.0
334,23.101297000831593,2.2172927856445312e-05,10.0
335,23.101297000831593,1.4781951904296875e-05,4.0
336,23.101297000831593,5.990266799926758e-05,14.0
337,23.101297000831593,9.357929229736328e-06,13.0
338,23.101297000831593,2.6464462280273438e-05,17.0
339,23.101297000831593,2.9325485229492188e-05,5.0
340,23.101297000831593,1.4901161193847656e-06,1.0
341,23.101297000831593,1.811981201171875e-05,16.0
342,23.101297000831593,9.894371032714844e-06,1.0
343,23.101297000831593,1.531839370727539e-05,4.0
344,23.101297000831593,4.172325134277344e-06,6.0
345,23.101297000831593,6.139278411865234e-06,12.0
346,23.101297000831593,1.6629695892333984e-05,16.0
347,23.101297000831593,1.704692840576172e-05,12.0
348,23.101297000831593,5.9604644775390625e-06,4.0
349,23.101297000831593,1.1801719665527344e-05,7.0
350,23.101297000831593,1.2516975402832031e-05,13.0
351,23.101297000831593,1.3709068298339844e-06,4.0
352,23.101297000831593,7.581710815429688e-05,20.0
353,23.101297000831593,7.3909759521484375e-06,10.0
354,23.101297000831593,2.276897430419922e-05,3.0
355,23.101297000831593,1.7881393432617188e-06,3.0
356,23.101297000831593,1.9609928131103516e-05,5.0
357,23.101297000831593,1.245737075805664e-05,19.0
358,23.101297000831593,6.735324859619141e-06,3.0
359,23.101297000831593,5.245208740234375e-06,6.0
360,23.101297000831593,1.0251998901367188e-05,9.0
361,23.101297000831593,2.0623207092285156e-05,6.0
362,23.101297000831593,2.0265579223632812e-06,1.0
363,23.101297000831593,4.738569259643555e-05,25.0
364,23.101297000831593,2.378225326538086e-05,13.0
365,23.101297000831593,2.682209014892578e-05,10.0
366,23.101297000831593,1.2099742889404297e-05,37.0
367,23.101297000831593,1.1324882507324219e-05,5.0
368,23.101297000831593,5.841255187988281e-06,1.0
369,23.101297000831593,3.230571746826172e-05,16.0
370,23.101297000831593,2.3066997528076172e-05,5.0
371,23.101297000831593,1.3172626495361328e-05,10.0
372,23.101297000831593,3.129243850708008e-05,22.0
373,23.101297000831593,3.522634506225586e-05,11.0
374,23.101297000831593,1.0788440704345703e-05,6.0
375,23.101297000831593,9.953975677490234e-06,16.0
376,23.101297000831593,,
377,23.101297000831593,1.0251998901367188e-05,12.0
378,23.101297000831593,1.9490718841552734e-05,6.0
379,23.101297000831593,5.9604644775390625e-06,4.0
380,23.101297000831593,2.0503997802734375e-05,7.0
381,23.101297000831593,1.3589859008789062e-05,64.0
382,23.101297000831593,5.4836273193359375e-06,7.0
383,23.101297000831593,3.3020973205566406e-05,56.0
384,23.101297000831593,1.6808509826660156e-05,3.0
385,23.101297000831593,3.552436828613281e-05,15.0
386,23.101297000831593,1.0728836059570312e-06,2.0
387,23.101297000831593,2.09808349609375e-05,8.0
388,23.101297000831593,2.0623207092285156e-05,11.0
389,23.101297000831593,1.0013580322265625e-05,8.0
390,23.101297000831593,2.6345252990722656e-05,20.0
391,23.101297000831593,1.1265277862548828e-05,14.0
392,23.101297000831593,2.7835369110107422e-05,6.0
393,23.101297000831593,1.0132789611816406e-06,1.0
394,23.101297000831593,3.5762786865234375e-06,6.0
395,23.101297000831593,7.62939453125e-06,4.0
396,23.101297000831593,1.3053417205810547e-05,13.0
397,23.101297000831593,7.987022399902344e-06,11.0
398,23.101297000831593,5.304813385009766e-06,11.0
399,23.101297000831593,5.4836273193359375e-06,14.0
400,23.101297000831593,5.364418029785156e-07,1.0
401,23.101297000831593,8.52346420288086e-06,9.0
402,23.101297000831593,1.3649463653564453e-05,15.0
403,23.101297000831593,7.212162017822266e-06,26.0
404,23.101297000831593,5.21540641784668e-05,10.0
405,23.101297000831593,2.7954578399658203e-05,27.0
406,23.101297000831593,2.205371856689453e-06,5.0
407,23.101297000831593,1.1086463928222656e-05,2.0
408,23.101297000831593,2.288818359375e-05,6.0
409,23.101297000831593,1.0251998901367188e-05,11.0
410,23.101297000831593,1.4126300811767578e-05,9.0
411,23.101297000831593,4.470348358154297e-06,5.0
412,23.101297000831593,2.2590160369873047e-05,8.0
413,23.101297000831593,1.704692840576172e-05,17.0
414,23.101297000831593,2.6702880859375e-05,14.0
415,23.101297000831593,1.4722347259521484e-05,6.0
416,23.101297000831593,4.0531158447265625e-06,7.0
417,23.101297000831593,2.1398067474365234e-05,22.0
418,23.101297000831593,8.344650268554688e-07,1.0
419,23.101297000831593,1.0669231414794922e-05,21.0
420,23.101297000831593,2.4974346160888672e-05,8.0
421,23.101297000831593,1.0251998901367188e-05,19.0
422,23.101297000831593,1.0311603546142578e-05,5.0
423,23.101297000831593,6.854534149169922e-06,12.0
424,23.101297000831593,4.291534423828125e-06,4.0
425,23.101297000831593,8.20159912109375e-05,54.0
426,23.101297000831593,1.8835067749023438e-05,8.0
427,23.101297000831593,3.403425216674805e-05,7.0
428,23.101297000831593,1.0788440704345703e-05,13.0
429,23.101297000831593,8.404254913330078e-06,20.0
430,23.101297000831593,2.962350845336914e-05,14.0
431,23.101297000831593,2.3365020751953125e-05,23.0
432,23.101297000831593,0.00017404556274414062,8.0
433,23.101297000831593,2.014636993408203e-05,6.0
434,23.101297000831593,1.8715858459472656e-05,7.0
435,23.101297000831593,8.404254913330078e-06,12.0
436,23.101297000831593,3.4570693969726562e-06,3.0
437,23.101297000831593,1.4185905456542969e-05,10.0
438,23.101297000831593,1.5497207641601562e-05,16.0
439,23.101297000831593,1.2516975402832031e-06,2.0
440,23.101297000831593,5.900859832763672e-06,9.0
441,23.101297000831593,3.141164779663086e-05,25.0
442,23.101297000831593,1.430511474609375e-05,13.0
